,Reconciled_Name,Year,count,mean,std,min,CI4%,CI50%,CI96%,max,PlottingGroup,Dimension
18100,Leukaemia,2007,25,-0.030293497,0.126346856,-0.234798729,-0.228487828,-0.028480269,0.174660006,0.203710184,cancers,stigmaindex
18125,Leukaemia,2010,25,-0.051535597,0.097950838,-0.250220601,-0.173052296,-0.071262732,0.12241897,0.19006177,cancers,stigmaindex
18150,Leukaemia,2013,25,-0.060521339,0.135207865,-0.37111637,-0.280298775,-0.027921319,0.105957685,0.176605783,cancers,stigmaindex
18175,Leukaemia,2016,25,-0.052716601,0.127372002,-0.324750399,-0.243828813,-0.037563197,0.110464846,0.249334008,cancers,stigmaindex
18200,Liver_cancer,1980,25,1.344949915,0.243766833,0.979581401,1.060169837,1.269141912,1.776936536,1.836546063,cancers,stigmaindex
18225,Liver_cancer,1983,25,1.372613734,0.227457757,0.988632008,1.054303057,1.4108015,1.749859852,1.890430063,cancers,stigmaindex
18250,Liver_cancer,1986,25,1.740439169,0.251971022,1.288229316,1.306193508,1.698132545,2.111604431,2.356716335,cancers,stigmaindex
18275,Liver_cancer,1989,25,1.098351055,0.130633437,0.86978497,0.894446605,1.088725083,1.359771316,1.409040749,cancers,stigmaindex
18300,Liver_cancer,1992,25,1.055615014,0.186239569,0.765529372,0.795255193,1.034748599,1.350177715,1.455726087,cancers,stigmaindex
18325,Liver_cancer,1995,25,0.632605598,0.11368974,0.410690729,0.449794018,0.607400294,0.814198086,0.848895356,cancers,stigmaindex
18350,Liver_cancer,1998,25,0.531527191,0.145348309,0.265656088,0.285650992,0.557588674,0.731203834,0.852533624,cancers,stigmaindex
18375,Liver_cancer,2001,25,0.32108968,0.147761054,0.082258888,0.147858267,0.279042281,0.562473116,0.792989451,cancers,stigmaindex
18400,Liver_cancer,2004,25,0.378232963,0.113508211,0.176827341,0.216091999,0.381039856,0.565338735,0.567486386,cancers,stigmaindex
18425,Liver_cancer,2007,25,0.409808068,0.115073939,0.195493232,0.248137053,0.385131102,0.603819943,0.663921069,cancers,stigmaindex
18450,Liver_cancer,2010,25,0.587466621,0.18109449,0.233501939,0.2373085,0.577799531,0.893690548,0.926328354,cancers,stigmaindex
18475,Liver_cancer,2013,25,0.486391677,0.153402664,0.176886365,0.218422524,0.483365133,0.738781752,0.783570301,cancers,stigmaindex
18500,Liver_cancer,2016,25,0.410480074,0.152224398,0.114017803,0.177570682,0.400044913,0.626262845,0.679808252,cancers,stigmaindex
18525,Lung_cancer,1980,25,1.401651973,0.159307189,1.10208483,1.1312094,1.435876608,1.653201351,1.683229446,cancers,stigmaindex
18550,Lung_cancer,1983,25,1.544322792,0.126389853,1.307468176,1.339091277,1.540011883,1.74502755,1.763813227,cancers,stigmaindex
18575,Lung_cancer,1986,25,1.286815558,0.117961061,1.144907013,1.162621737,1.254707634,1.532352901,1.582227111,cancers,stigmaindex
18600,Lung_cancer,1989,25,0.944343193,0.137070582,0.738567576,0.747080836,0.938355237,1.215468282,1.222145051,cancers,stigmaindex
18625,Lung_cancer,1992,25,0.729973239,0.120152469,0.477634182,0.47992918,0.758006729,0.921100988,0.93875277,cancers,stigmaindex
18650,Lung_cancer,1995,25,0.412962317,0.099909853,0.255922385,0.25950033,0.435307404,0.557641091,0.598559971,cancers,stigmaindex
18675,Lung_cancer,1998,25,0.559497568,0.081725,0.35866069,0.466471055,0.554365885,0.664143382,0.747114506,cancers,stigmaindex
18700,Lung_cancer,2001,25,0.197120936,0.104225548,0.022238027,0.032787644,0.168177702,0.352677505,0.410045914,cancers,stigmaindex
18725,Lung_cancer,2004,25,-0.078673986,0.108123501,-0.298927685,-0.290736659,-0.077850912,0.063684915,0.079623163,cancers,stigmaindex
18750,Lung_cancer,2007,25,0.155497212,0.080815005,0.004760461,0.038377758,0.144650532,0.31622066,0.364786621,cancers,stigmaindex
18775,Lung_cancer,2010,25,0.075803117,0.088634731,-0.112235153,-0.083254165,0.082805092,0.198904589,0.215853117,cancers,stigmaindex
18800,Lung_cancer,2013,25,0.148109885,0.134100098,-0.078967515,-0.061478622,0.1476408,0.360210125,0.503233209,cancers,stigmaindex
18825,Lung_cancer,2016,25,-0.169179303,0.133019341,-0.358335614,-0.356636526,-0.179255754,0.039933966,0.139994128,cancers,stigmaindex
18850,Lupus,1980,25,0.803297976,0.404043402,0.166042696,0.299887473,0.705899686,1.586934685,1.625142202,autoimmune,stigmaindex
18875,Lupus,1983,25,1.73841679,0.22970757,1.242691621,1.27451817,1.754949361,2.039960822,2.056327075,autoimmune,stigmaindex
18900,Lupus,1986,25,1.305356956,0.321208879,0.560934065,0.741424932,1.393458992,1.703754456,1.76433593,autoimmune,stigmaindex
18925,Lupus,1989,25,1.40405151,0.255724183,0.956098258,1.005017889,1.377351329,1.896490934,1.97130245,autoimmune,stigmaindex
18950,Lupus,1992,25,1.036949777,0.197635951,0.64270574,0.732032583,1.014011979,1.374684719,1.446828216,autoimmune,stigmaindex
18975,Lupus,1995,25,0.864769514,0.172416788,0.492715381,0.583839799,0.850516662,1.123787657,1.1719791,autoimmune,stigmaindex
19000,Lupus,1998,25,0.857924962,0.184645889,0.59324554,0.610778146,0.838155344,1.227447965,1.285007298,autoimmune,stigmaindex
19025,Lupus,2001,25,0.555119335,0.209926571,0.196837747,0.201155664,0.587968079,0.93363319,0.94438304,autoimmune,stigmaindex
19050,Lupus,2004,25,0.26863527,0.1313908,-0.012817467,0.124690529,0.257896015,0.448899292,0.497015821,autoimmune,stigmaindex
19075,Lupus,2007,25,0.506104226,0.166003108,0.030622285,0.214391822,0.525445029,0.717548365,0.719799515,autoimmune,stigmaindex
19100,Lupus,2010,25,0.026617441,0.151129718,-0.206329647,-0.148583154,0.048039816,0.318243649,0.320564489,autoimmune,stigmaindex
19125,Lupus,2013,25,0.409197863,0.203347042,0.005448557,0.06918618,0.427836965,0.710755797,0.754478388,autoimmune,stigmaindex
19150,Lupus,2016,25,0.477962854,0.22021082,-0.072139241,0.072528807,0.443488412,0.775783365,0.870715082,autoimmune,stigmaindex
19175,Lyme_disease,1980,6,1.633245374,0.297631475,1.167953253,1.246002841,1.631510809,2.019150966,2.095152885,infectious,stigmaindex
19200,Lyme_disease,1983,25,1.953654814,0.257903569,1.393865377,1.516215507,2.01110822,2.268628162,2.286189407,infectious,stigmaindex
19225,Lyme_disease,1986,25,1.403078447,0.176263799,0.911953017,0.962871018,1.408968985,1.642588277,1.715661407,infectious,stigmaindex
19250,Lyme_disease,1989,25,1.007241136,0.19416426,0.502909276,0.660604009,0.99184233,1.343407406,1.361665338,infectious,stigmaindex
19275,Lyme_disease,1992,25,1.106867245,0.185652631,0.725139014,0.816138484,1.112462059,1.402297572,1.506319016,infectious,stigmaindex
19300,Lyme_disease,1995,25,1.106721296,0.15574471,0.836043641,0.864191658,1.100490198,1.331367739,1.352585286,infectious,stigmaindex
19325,Lyme_disease,1998,25,1.1219648,0.130200501,0.889434084,0.925313937,1.123788744,1.339728238,1.406758472,infectious,stigmaindex
19350,Lyme_disease,2001,25,1.187393025,0.169208337,0.920174316,0.929331256,1.201276436,1.403268198,1.527722925,infectious,stigmaindex
19375,Lyme_disease,2004,25,0.959247929,0.148265681,0.562122622,0.694974718,1.002717286,1.110114844,1.202368915,infectious,stigmaindex
19400,Lyme_disease,2007,25,1.41783155,0.178768271,1.001696393,1.173342792,1.403212801,1.770369105,1.777704597,infectious,stigmaindex
19425,Lyme_disease,2010,25,1.411736442,0.207868298,1.024557972,1.098618246,1.443259671,1.860669206,1.878234342,infectious,stigmaindex
19450,Lyme_disease,2013,25,1.110583409,0.169552644,0.723828986,0.858007638,1.144979939,1.334004068,1.389848769,infectious,stigmaindex
19475,Lyme_disease,2016,25,0.958556725,0.176543393,0.689547781,0.717211119,0.90791613,1.305112693,1.308993027,infectious,stigmaindex
19500,Lymphoma,1980,25,1.040277805,0.173124314,0.712738467,0.785627637,1.008608975,1.291042171,1.394337341,cancers,stigmaindex
19525,Lymphoma,1983,25,1.355226361,0.212387323,0.912684649,1.097983822,1.40466556,1.65082062,1.82835871,cancers,stigmaindex
19550,Lymphoma,1986,25,1.460333409,0.172165484,1.246086121,1.254639606,1.391682193,1.790705072,1.808900863,cancers,stigmaindex
19575,Lymphoma,1989,25,0.626630209,0.179266587,0.354999712,0.359181356,0.576376718,0.947372465,0.966898188,cancers,stigmaindex
19600,Lymphoma,1992,25,0.544233367,0.13104097,0.359439841,0.375657481,0.537178066,0.755815289,0.778818261,cancers,stigmaindex
19625,Lymphoma,1995,25,0.490728653,0.144029264,0.154654369,0.270853514,0.500116158,0.766676449,0.792639001,cancers,stigmaindex
19650,Lymphoma,1998,25,0.028540519,0.143445818,-0.314257286,-0.192749256,0.052705878,0.261833916,0.306621671,cancers,stigmaindex
19675,Lymphoma,2001,25,0.143805808,0.122035906,-0.08078938,-0.051231787,0.147932682,0.317848438,0.368204635,cancers,stigmaindex
19700,Lymphoma,2004,25,0.083958805,0.095511782,-0.169017479,-0.075318863,0.096466117,0.220634438,0.28592968,cancers,stigmaindex
19725,Lymphoma,2007,25,0.182322993,0.11000497,-0.012669423,0.035370723,0.152668662,0.352573638,0.489877068,cancers,stigmaindex
19750,Lymphoma,2010,25,0.156353989,0.164470762,-0.200851427,-0.128111863,0.149400108,0.433722614,0.488640502,cancers,stigmaindex
19775,Lymphoma,2013,25,0.108279868,0.17683646,-0.281684245,-0.184683412,0.157086421,0.359891266,0.386752296,cancers,stigmaindex
19800,Lymphoma,2016,25,0.298380196,0.139448186,-0.036284558,0.109710396,0.270580628,0.517013203,0.531824436,cancers,stigmaindex
19825,MajorDepression_Health,1980,25,1.577445324,0.121427992,1.319312856,1.358921301,1.565469936,1.738093472,1.889729977,mental,stigmaindex
19850,MajorDepression_Health,1983,25,1.417463625,0.126355367,1.190818459,1.231352202,1.403764129,1.58181295,1.63654007,mental,stigmaindex
19875,MajorDepression_Health,1986,25,1.634455352,0.089386803,1.410483867,1.49320737,1.628748417,1.7461331,1.74735716,mental,stigmaindex
19900,MajorDepression_Health,1989,25,1.661398894,0.120254082,1.389988795,1.471020647,1.651519716,1.816051841,1.877904296,mental,stigmaindex
19925,MajorDepression_Health,1992,25,1.684729342,0.114751875,1.500277117,1.505204943,1.688551813,1.879280912,1.883710891,mental,stigmaindex
19950,MajorDepression_Health,1995,25,1.789826698,0.14597793,1.520486563,1.521967672,1.808415681,2.025441672,2.027944952,mental,stigmaindex
19975,MajorDepression_Health,1998,25,1.827561358,0.106606402,1.620057344,1.65030405,1.86832428,1.984216607,1.986308873,mental,stigmaindex
20000,MajorDepression_Health,2001,25,1.916078146,0.113847965,1.740224719,1.784808497,1.916650876,2.155501486,2.162433058,mental,stigmaindex
20025,MajorDepression_Health,2004,25,1.942725688,0.113061076,1.685938954,1.728412328,1.946713567,2.087628896,2.140613496,mental,stigmaindex
20050,MajorDepression_Health,2007,25,1.842891422,0.118201631,1.568338752,1.644497938,1.831590489,2.030198092,2.049542785,mental,stigmaindex
20075,MajorDepression_Health,2010,25,1.858050522,0.136682771,1.554131791,1.676402842,1.848893955,2.085004271,2.11105819,mental,stigmaindex
20100,MajorDepression_Health,2013,25,2.068597731,0.124893544,1.872774974,1.916887127,2.050521553,2.274325069,2.323061794,mental,stigmaindex
20125,MajorDepression_Health,2016,25,1.591991393,0.103913704,1.350419149,1.443378534,1.594360113,1.728018878,1.808249071,mental,stigmaindex
20150,Malaria,1980,25,1.711485576,0.204486622,1.349180579,1.40195488,1.698233232,2.042829225,2.132255733,infectious,stigmaindex
20175,Malaria,1983,25,1.902172543,0.181764124,1.53371051,1.621857954,1.947958738,2.107447515,2.311103225,infectious,stigmaindex
20200,Malaria,1986,25,2.040701563,0.166459092,1.658377454,1.698541338,2.032815397,2.308357624,2.346409172,infectious,stigmaindex
20225,Malaria,1989,25,1.574521129,0.185586664,1.169767544,1.317860872,1.613121778,1.840147672,1.857704997,infectious,stigmaindex
20250,Malaria,1992,25,1.433765093,0.140310454,1.178482644,1.196210336,1.437391073,1.655730002,1.722053349,infectious,stigmaindex
20275,Malaria,1995,25,1.555525249,0.113107518,1.371917911,1.383206871,1.558363095,1.719479463,1.75061433,infectious,stigmaindex
20300,Malaria,1998,25,1.535819149,0.111793472,1.381207466,1.381695528,1.54600203,1.715644207,1.745667338,infectious,stigmaindex
20325,Malaria,2001,25,0.754854277,0.123567138,0.505771503,0.561314133,0.768552676,0.949416561,0.987361375,infectious,stigmaindex
20350,Malaria,2004,25,0.817692285,0.133981239,0.506971255,0.6353159,0.814070532,0.985635043,1.123800111,infectious,stigmaindex
20375,Malaria,2007,25,0.286804995,0.133839842,-0.004685613,0.02655826,0.320151533,0.49506005,0.529341733,infectious,stigmaindex
20400,Malaria,2010,25,0.843038923,0.115363726,0.63819804,0.704476026,0.8365095,1.103638441,1.107104763,infectious,stigmaindex
20425,Malaria,2013,25,0.47838842,0.105937315,0.209276777,0.280236724,0.490074299,0.642344991,0.646987673,infectious,stigmaindex
20450,Malaria,2016,25,0.483684107,0.137423816,0.223758908,0.287451546,0.464340828,0.682355317,0.727100711,infectious,stigmaindex
20475,Marfan_syndrome,1980,0,,,,,,,,genetic,stigmaindex
20500,Marfan_syndrome,1983,0,,,,,,,,genetic,stigmaindex
20525,Marfan_syndrome,1986,0,,,,,,,,genetic,stigmaindex
20550,Marfan_syndrome,1989,15,0.926190798,0.314993348,0.498245051,0.506622416,0.860987134,1.402865077,1.446145698,genetic,stigmaindex
20575,Marfan_syndrome,1992,0,,,,,,,,genetic,stigmaindex
20600,Marfan_syndrome,1995,22,0.816372549,0.253558678,0.377322718,0.429144042,0.839105225,1.386092736,1.415817648,genetic,stigmaindex
20625,Marfan_syndrome,1998,25,1.056115149,0.289337994,0.514277294,0.574545053,1.159856349,1.438480071,1.554239005,genetic,stigmaindex
20650,Marfan_syndrome,2001,25,0.868633389,0.211921961,0.309733331,0.597406082,0.882454686,1.20532383,1.223288551,genetic,stigmaindex
20675,Marfan_syndrome,2004,25,0.609824328,0.243642553,-0.106167654,0.208260194,0.617634716,0.914223488,1.131880701,genetic,stigmaindex
20700,Marfan_syndrome,2007,25,0.758720731,0.269988392,0.337387564,0.389867231,0.709686525,1.168200513,1.344713941,genetic,stigmaindex
20725,Marfan_syndrome,2010,9,0.739514491,0.17647293,0.501954913,0.517586999,0.819704443,0.948794232,0.975317441,genetic,stigmaindex
20750,Marfan_syndrome,2013,25,0.758455067,0.287724546,0.010244379,0.259602001,0.800101154,1.127456204,1.341030523,genetic,stigmaindex
20775,Marfan_syndrome,2016,0,,,,,,,,genetic,stigmaindex
20800,MigraineHeadache,1980,25,2.043146108,0.249346578,1.491201848,1.663291777,2.085378528,2.324907198,2.632499695,neurological,stigmaindex
20825,MigraineHeadache,1983,25,1.965807685,0.223097972,1.481315225,1.675834717,1.927684963,2.383732209,2.484677911,neurological,stigmaindex
20850,MigraineHeadache,1986,25,1.906282352,0.191840558,1.558646798,1.572225814,1.937958002,2.14758621,2.217250288,neurological,stigmaindex
20875,MigraineHeadache,1989,25,1.90846969,0.149107931,1.568220079,1.654735725,1.936635762,2.138903806,2.169381082,neurological,stigmaindex
20900,MigraineHeadache,1992,25,1.582099218,0.194029958,1.151976734,1.253686,1.579138875,1.96979827,1.993622094,neurological,stigmaindex
20925,MigraineHeadache,1995,25,1.820211067,0.127309864,1.557119548,1.613305233,1.80981043,2.006987022,2.057448,neurological,stigmaindex
20950,MigraineHeadache,1998,25,1.537048041,0.146285779,1.27066581,1.310911047,1.538233966,1.744017751,1.777655542,neurological,stigmaindex
20975,MigraineHeadache,2001,25,1.809118962,0.159604831,1.406019166,1.606200722,1.782347888,2.052171656,2.120848566,neurological,stigmaindex
21000,MigraineHeadache,2004,25,1.529813885,0.126534601,1.369197637,1.370511833,1.513067394,1.777883663,1.792539597,neurological,stigmaindex
21025,MigraineHeadache,2007,25,1.616995046,0.182834296,1.120603085,1.223088732,1.659675688,1.815263445,1.890151322,neurological,stigmaindex
21050,MigraineHeadache,2010,25,1.570184414,0.13691714,1.23311162,1.373019762,1.568891048,1.777137095,1.876767069,neurological,stigmaindex
21075,MigraineHeadache,2013,25,1.630267662,0.136469296,1.353832379,1.386105848,1.621537626,1.844982632,1.878161401,neurological,stigmaindex
21100,MigraineHeadache,2016,25,0.779844282,0.208038503,0.402175498,0.539590562,0.736987341,1.176462058,1.183306441,neurological,stigmaindex
21125,Morgellons_disease,1980,0,,,,,,,,contested,stigmaindex
21150,Morgellons_disease,1983,0,,,,,,,,contested,stigmaindex
21175,Morgellons_disease,1986,0,,,,,,,,contested,stigmaindex
21200,Morgellons_disease,1989,0,,,,,,,,contested,stigmaindex
21225,Morgellons_disease,1992,0,,,,,,,,contested,stigmaindex
21250,Morgellons_disease,1995,0,,,,,,,,contested,stigmaindex
21275,Morgellons_disease,1998,0,,,,,,,,contested,stigmaindex
21300,Morgellons_disease,2001,0,,,,,,,,contested,stigmaindex
21325,Morgellons_disease,2004,7,0.796860937,0.197970635,0.526018653,0.554265043,0.796682134,1.063596739,1.080678701,contested,stigmaindex
21350,Morgellons_disease,2007,0,,,,,,,,contested,stigmaindex
21375,Morgellons_disease,2010,0,,,,,,,,contested,stigmaindex
21400,Morgellons_disease,2013,0,,,,,,,,contested,stigmaindex
21425,Morgellons_disease,2016,0,,,,,,,,contested,stigmaindex
21450,Multiple_chemical_sensitivity,1980,0,,,,,,,,contested,stigmaindex
21475,Multiple_chemical_sensitivity,1983,0,,,,,,,,contested,stigmaindex
21500,Multiple_chemical_sensitivity,1986,0,,,,,,,,contested,stigmaindex
21525,Multiple_chemical_sensitivity,1989,0,,,,,,,,contested,stigmaindex
21550,Multiple_chemical_sensitivity,1992,16,1.816912796,0.204457727,1.552422464,1.558088362,1.808874056,2.115692127,2.118933022,contested,stigmaindex
21575,Multiple_chemical_sensitivity,1995,21,1.692751402,0.267579875,1.132759772,1.205505972,1.768473238,2.00735181,2.027773887,contested,stigmaindex
21600,Multiple_chemical_sensitivity,1998,1,1.24701868,,1.24701868,1.24701868,1.24701868,1.24701868,1.24701868,contested,stigmaindex
21625,Multiple_chemical_sensitivity,2001,3,1.906955178,0.253855488,1.662324831,1.68049202,1.889414698,2.146749099,2.169126004,contested,stigmaindex
21650,Multiple_chemical_sensitivity,2004,1,1.009841681,,1.009841681,1.009841681,1.009841681,1.009841681,1.009841681,contested,stigmaindex
21675,Multiple_chemical_sensitivity,2007,0,,,,,,,,contested,stigmaindex
21700,Multiple_chemical_sensitivity,2010,0,,,,,,,,contested,stigmaindex
21725,Multiple_chemical_sensitivity,2013,0,,,,,,,,contested,stigmaindex
21750,Multiple_chemical_sensitivity,2016,0,,,,,,,,contested,stigmaindex
21775,Multiple_sclerosis,1980,25,0.9694775,0.226618633,0.646968152,0.664763129,0.923692614,1.438192259,1.474139124,neurological,stigmaindex
21800,Multiple_sclerosis,1983,25,0.801135244,0.305379807,0.120436575,0.222075476,0.85418494,1.216056185,1.311631918,neurological,stigmaindex
21825,Multiple_sclerosis,1986,25,0.92504431,0.206730634,0.458241452,0.663827283,0.93286334,1.198473786,1.511746615,neurological,stigmaindex
21850,Multiple_sclerosis,1989,25,0.474901181,0.196845627,0.122546189,0.158294414,0.47186069,0.802574713,0.884097859,neurological,stigmaindex
21875,Multiple_sclerosis,1992,25,0.425869051,0.179858024,0.146520296,0.150829925,0.368170619,0.696591879,0.761106759,neurological,stigmaindex
21900,Multiple_sclerosis,1995,25,0.151827042,0.132339238,-0.073362187,-0.066259486,0.139347452,0.43002279,0.483432289,neurological,stigmaindex
21925,Multiple_sclerosis,1998,25,0.168513702,0.140092708,-0.115557631,-0.029624352,0.172054715,0.39670307,0.577138755,neurological,stigmaindex
21950,Multiple_sclerosis,2001,25,-0.144661828,0.140167428,-0.436093116,-0.339762441,-0.165063586,0.078836178,0.265491195,neurological,stigmaindex
21975,Multiple_sclerosis,2004,25,-0.34543518,0.119445737,-0.642981239,-0.514190188,-0.355289571,-0.162864939,-0.154424218,neurological,stigmaindex
22000,Multiple_sclerosis,2007,25,-0.450425014,0.172891514,-0.783884462,-0.782064276,-0.436594701,-0.153892453,-0.117884789,neurological,stigmaindex
22025,Multiple_sclerosis,2010,25,-0.763911021,0.134895518,-1.043183848,-1.008082895,-0.752488734,-0.552888229,-0.528710908,neurological,stigmaindex
22050,Multiple_sclerosis,2013,25,-0.534756703,0.131026004,-0.884382933,-0.733028513,-0.526645106,-0.355866592,-0.302395271,neurological,stigmaindex
22075,Multiple_sclerosis,2016,25,-0.389293472,0.184400796,-0.728154119,-0.610512796,-0.445945242,-0.060276267,0.069552063,neurological,stigmaindex
22100,Muscular_dystrophy,1980,25,-0.123952295,0.270480854,-0.632915877,-0.481065865,-0.102286905,0.260633162,0.496547906,neurological,stigmaindex
22125,Muscular_dystrophy,1983,25,0.049653171,0.344902018,-0.472766299,-0.448172531,0.02843436,0.586903624,0.589659316,neurological,stigmaindex
22150,Muscular_dystrophy,1986,25,1.055856962,0.187277121,0.608344436,0.788047283,1.064790562,1.299886581,1.30987218,neurological,stigmaindex
22175,Muscular_dystrophy,1989,25,-0.012373419,0.181641929,-0.310618635,-0.286189794,-0.05359624,0.276797022,0.384153048,neurological,stigmaindex
22200,Muscular_dystrophy,1992,25,0.095260427,0.216337093,-0.36115133,-0.263123607,0.090299103,0.46645123,0.748643465,neurological,stigmaindex
22225,Muscular_dystrophy,1995,25,0.138003402,0.205341508,-0.195040751,-0.160394868,0.170683648,0.473078263,0.603226297,neurological,stigmaindex
22250,Muscular_dystrophy,1998,25,0.349993351,0.168007102,0.063909682,0.151813381,0.312426545,0.66673749,0.66795433,neurological,stigmaindex
22275,Muscular_dystrophy,2001,25,0.019294608,0.163181475,-0.408873048,-0.204633391,0.054679245,0.248324495,0.367479406,neurological,stigmaindex
22300,Muscular_dystrophy,2004,25,-0.199222625,0.135575185,-0.441018503,-0.426813539,-0.17800273,-0.003374164,0.124807969,neurological,stigmaindex
22325,Muscular_dystrophy,2007,25,0.145655186,0.170160377,-0.108339531,-0.09814173,0.108564209,0.383003942,0.615207377,neurological,stigmaindex
22350,Muscular_dystrophy,2010,25,0.035084878,0.133086416,-0.168071494,-0.159121785,0.015962824,0.279010916,0.279387625,neurological,stigmaindex
22375,Muscular_dystrophy,2013,25,-0.077443733,0.160334906,-0.528843701,-0.328862499,-0.080529481,0.191657012,0.21766063,neurological,stigmaindex
22400,Muscular_dystrophy,2016,25,0.078374992,0.214517403,-0.331072081,-0.294736442,0.113892527,0.401519477,0.411870115,neurological,stigmaindex
22425,Myasthenia_gravis,1980,0,,,,,,,,neurological,stigmaindex
22450,Myasthenia_gravis,1983,0,,,,,,,,neurological,stigmaindex
22475,Myasthenia_gravis,1986,0,,,,,,,,neurological,stigmaindex
22500,Myasthenia_gravis,1989,0,,,,,,,,neurological,stigmaindex
22525,Myasthenia_gravis,1992,6,0.473274319,0.261922474,0.085766979,0.136731377,0.442761258,0.7771528,0.785998851,neurological,stigmaindex
22550,Myasthenia_gravis,1995,25,0.163190732,0.281465357,-0.223895364,-0.207252235,0.108340472,0.63443605,0.675143257,neurological,stigmaindex
22575,Myasthenia_gravis,1998,25,0.082066545,0.326715238,-0.530551054,-0.504475833,0.115021136,0.572490823,0.616533072,neurological,stigmaindex
22600,Myasthenia_gravis,2001,25,0.30289347,0.255662408,-0.169171533,-0.137689678,0.28579326,0.710117176,0.744463204,neurological,stigmaindex
22625,Myasthenia_gravis,2004,25,0.411060283,0.203667932,-0.025482797,0.019459982,0.448682077,0.677780493,0.76664412,neurological,stigmaindex
22650,Myasthenia_gravis,2007,25,-0.2056396,0.345345201,-0.959532559,-0.824222365,-0.211895123,0.242928836,0.576103084,neurological,stigmaindex
22675,Myasthenia_gravis,2010,25,0.087380754,0.231990111,-0.485461764,-0.200446985,0.091551378,0.385643308,0.551676368,neurological,stigmaindex
22700,Myasthenia_gravis,2013,25,0.31407033,0.254152001,-0.285345912,-0.015270345,0.295552814,0.701058199,0.873430103,neurological,stigmaindex
22725,Myasthenia_gravis,2016,25,0.583347365,0.210522817,0.140071325,0.286044687,0.507278452,0.901424641,0.936308615,neurological,stigmaindex
22750,Myeloma,1980,0,,,,,,,,cancers,stigmaindex
22775,Myeloma,1983,2,1.249784693,0.052700103,1.212520093,1.215501261,1.249784693,1.284068125,1.287049294,cancers,stigmaindex
22800,Myeloma,1986,0,,,,,,,,cancers,stigmaindex
22825,Myeloma,1989,0,,,,,,,,cancers,stigmaindex
22850,Myeloma,1992,25,0.714111522,0.24204824,0.286298219,0.290370985,0.749084227,1.063145277,1.193665072,cancers,stigmaindex
22875,Myeloma,1995,25,0.918080462,0.198398598,0.500325602,0.622975184,0.953882061,1.1940159,1.25194934,cancers,stigmaindex
22900,Myeloma,1998,25,0.493859609,0.20876722,0.019233309,0.18610764,0.47448816,0.885492852,1.007132947,cancers,stigmaindex
22925,Myeloma,2001,25,0.22382564,0.146633962,-0.059380509,0.004748541,0.226140024,0.479478167,0.525852378,cancers,stigmaindex
22950,Myeloma,2004,25,-0.048395813,0.174755172,-0.592512906,-0.21642626,-0.042591128,0.209150037,0.213675335,cancers,stigmaindex
22975,Myeloma,2007,25,-0.136533991,0.142063566,-0.442925498,-0.359231265,-0.146383386,0.125005793,0.135683499,cancers,stigmaindex
23000,Myeloma,2010,25,-0.209466217,0.163152214,-0.542796575,-0.472323242,-0.162589293,0.005495883,0.070112612,cancers,stigmaindex
23025,Myeloma,2013,25,-0.141048514,0.166715756,-0.382940084,-0.373745654,-0.151983135,0.13730227,0.186605124,cancers,stigmaindex
23050,Myeloma,2016,25,0.09201481,0.18330218,-0.204227782,-0.189063987,0.054440746,0.392002401,0.498311773,cancers,stigmaindex
23075,Neurofibromatosis,1980,12,1.622352865,0.280922963,1.159656748,1.216651501,1.621079765,2.055086778,2.140473217,genetic,stigmaindex
23100,Neurofibromatosis,1983,0,,,,,,,,genetic,stigmaindex
23125,Neurofibromatosis,1986,0,,,,,,,,genetic,stigmaindex
23150,Neurofibromatosis,1989,24,0.799331645,0.337780036,0.229411136,0.308658764,0.720089657,1.279776068,1.511939839,genetic,stigmaindex
23175,Neurofibromatosis,1992,0,,,,,,,,genetic,stigmaindex
23200,Neurofibromatosis,1995,25,0.678421551,0.402266122,0.06282291,0.065317127,0.738596044,1.14001792,1.542529538,genetic,stigmaindex
23225,Neurofibromatosis,1998,25,0.32861902,0.319766957,-0.343498081,-0.303383932,0.393535208,0.720416526,1.00330399,genetic,stigmaindex
23250,Neurofibromatosis,2001,25,0.189211298,0.295982395,-0.362549126,-0.318666234,0.181815941,0.658343192,0.674218783,genetic,stigmaindex
23275,Neurofibromatosis,2004,25,0.048291676,0.249059145,-0.320512414,-0.234231163,0.0188687,0.646310112,0.673193585,genetic,stigmaindex
23300,Neurofibromatosis,2007,25,0.777141304,0.25797598,-0.06757052,0.469546322,0.805827133,1.083939713,1.173974961,genetic,stigmaindex
23325,Neurofibromatosis,2010,24,0.702900432,0.213658247,0.369899511,0.392079268,0.690209741,0.986906033,1.310609654,genetic,stigmaindex
23350,Neurofibromatosis,2013,25,0.264856717,0.31547989,-0.266512334,-0.251006929,0.282058779,0.74362946,0.794704458,genetic,stigmaindex
23375,Neurofibromatosis,2016,4,0.496710431,0.104225889,0.391652018,0.39656245,0.487178165,0.611347455,0.620833375,genetic,stigmaindex
23400,Niemann_Pick_disease,1980,0,,,,,,,,genetic,stigmaindex
23425,Niemann_Pick_disease,1983,0,,,,,,,,genetic,stigmaindex
23450,Niemann_Pick_disease,1986,0,,,,,,,,genetic,stigmaindex
23475,Niemann_Pick_disease,1989,0,,,,,,,,genetic,stigmaindex
23500,Niemann_Pick_disease,1992,0,,,,,,,,genetic,stigmaindex
